 
 0,0
19,37
32,88
77,12
21,15
40,53
45,64
70,55
7,10
14,40
68,85
69,52
21,69
26,27
7,41
5,75
32,-5
38,79
77,29
68,15
93,-4
39,100
97,46
68,8
86,20
11,1
87,43
55,47
65,9
49,80
72,65
60,48
23,60
82,41
26,74
32,87
-3,87
51,19
75,37
88,24
86,25
88,40
67,61
89,68
41,18
54,28
76,39
49,31
62,18
50,9
28,11
89,23
80,52
28,75
13,11
44,72
28,69
9,36
42,90
41,91
9,76
38,61
47,60
84,58
28,84
60,81
64,2
13,79
47,16
33,31
21,89
48,48
13,4
34,10
55,56
83,79
10,19
54,0
62,20
3,63
95,81
66,68
76,51
15,0
47,87
21,-3
87,12
59,84
79,10
37,57
-1,64
11,93
39,85
68,78
27,63
33,7
86,65
55,98
6,33
66,89
32,0
77,58
22,45
96,92
66,57
84,57
88,74
19,58
-5,86
85,5
53,18
51,17
44,93
6,85
63,76
11,69
16,58
70,49
17,61
-2,106
-6,40
92,77
62,-1
24,56
58,54
101,93
58,17
14,22
15,58
72,33
62,7
50,80
86,46
17,103
81,13
83,21
17,9
64,41
-1,41
22,74
54,69
24,65
54,3
74,11
22,75
83,45
51,12
86,4
107,19
3,14
57,72
33,30
38,90
71,56
28,27
31,88
10,85
32,77
87,38
62,57
50,58
104,22
14,61
28,87
12,98
35,81
21,20
42,7
67,35
22,76
88,13
62,101
58,42
29,79
60,79
62,53
91,48
5,83
3,63
56,24
27,21
11,22
43,16
50,30
36,29
36,72
92,40
76,28
2,82
-7,57
12,36
85,14
103,92
42,59
16,49
-7,36
97,99
15,38
85,50
24,37
54,64
56,43
62,38
37,13
13,89
10,16
40,92
88,14
79,105
77,3
37,46
46,78
33,83
94,89
59,0
51,73
71,11
45,74
0,86
50,103
87,84
85,67
47,56
51,59
74,65
101,7
24,26
47,28
77,47
101,32
72,56
106,70
75,68
59,9
75,80
26,60
41,75
43,103
78,47
96,9
75,49
75,73
15,95
22,54
57,32
91,79
9,14
-5,88
71,23
45,27
38,26
42,85
44,13
87,82
16,12
66,82
78,54
56,-2
65,94
-4,76
47,76
73,45
47,10
44,22
33,46
42,74
67,25
57,18
31,70
10,94
5,49
22,27
33,64
54,13
47,44
40,41
19,102
61,88
32,35
8,25
81,46
57,76
34,15
15,-2
34,50
21,17
61,59
84,33
-1,69
65,70
16,53
45,66
83,96
44,46
51,36
33,79
70,12
55,32
57,47
106,22
74,74
62,37
14,80
65,6
3,63
12,86
93,83
94,50
45,101
16,61
11,86
81,18
72,53
73,66
60,56
57,12
90,95
48,34
5,84
39,65
20,97
30,96
30,29
68,57
91,26
-1,24
80,99
30,28
30,68
15,89
26,16
65,99
69,75
78,60
70,12
60,54
49,89
35,92
43,33
26,22
27,10
32,101
54,69
97,48
33,79
43,-1
79,53
40,69
81,62
94,-3
84,92
29,75
0,27
57,89
77,29
77,94
34,46
56,0
10,46
36,81
26,88
9,75
100,81
38,13
59,30
59,10
15,59
40,32
20,102
78,97
13,99
27,98
27,68
15,22
83,5
58,17
30,77
7,20
5,101
101,85
10,72
64,60
102,31
10,75
61,9
79,104
-2,23
30,50
25,77
98,33
49,56
51,23
62,14
59,59
24,42
82,54
38,5
79,55
17,104
48,22
82,48
53,94
13,84
27,-3
57,10
84,107
48,43
105,19
45,20
20,38
16,80
87,19
76,10
45,43
93,90
30,29
70,12
67,62
18,70
83,-3
48,29
8,40
29,19
30,18
5,72
16,26
13,94
36,86
23,20
22,72
47,95
67,83
5,53
20,30
50,34
81,86
58,99
35,65
74,15
100,83
69,33
18,90
45,22
1,-1
87,74
55,27
51,32
56,56
39,55
84,62
42,39
82,57
5,40
88,10
22,108
36,23
82,70
99,77
31,49
0,37
72,9
51,87
107,19
42,80
10,89
15,93
62,97
69,29
89,77
22,73
78,77
62,43
100,81
15,14
29,14
33,88
46,90
98,80
47,104
-1,71
97,22
80,41
52,94
31,88
22,47
35,11
-3,76
34,39
88,31
84,76
94,52
4,81
92,61
54,7
66,34
103,56
75,31
62,51
14,26
11,9
42,-4
-3,6
36,3
21,40
25,89
106,50
0,24
47,56
5,9
76,36
36,38
61,57
85,10
70,16
11,41
45,46
64,60
9,61
87,87
34,7
36,85
56,-1
84,79
98,40
21,57
70,80
15,17
89,31
73,14
75,4
62,50
2,95
60,66
9,91
21,56
74,93
23,58
4,16
80,87
70,7
-8,14
66,101
100,73
12,30
70,72
21,30
89,9
15,1
-3,51
41,82
8,6
101,27
6,60
47,35
11,-5
26,61
30,13
43,82
13,47
62,58
84,42
17,17
33,21
11,18
57,14
14,20
2,26
84,14
14,17
50,66
63,7
53,91
69,20
44,79
19,70
27,32
68,77
9,77
72,37
64,44
14,9
41,23
32,31
97,16
83,52
95,44
86,53
69,106
49,54
32,46
31,34
16,17
90,20
74,43
90,90
44,99
70,32
27,32
74,9
20,91
24,42
94,23
91,18
75,3
59,35
84,65
1,19
79,92
25,62
52,16
103,42
25,71
8,78
13,54
1,28
55,7
26,73
70,7
15,27
88,26
10,70
85,65
35,24
14,11
65,99
66,70
39,83
68,95
78,-3
55,84
21,15
10,-5
5,21
99,87
57,63
83,48
26,80
62,57
2,55
93,88
62,36
57,49
89,29
83,75
62,61
23,62
7,85
1,15
34,79
71,-3
13,8
92,93
39,96
50,96
107,29
59,62
63,16
83,103
85,44
72,87
30,24
81,29
43,47
19,92
72,6
96,67
85,29
17,44
1,97
70,43
69,36
-4,93
30,31
63,51
95,22
7,85
64,74
47,29
75,15
10,38
33,8
41,72
69,64
88,11
103,15
70,76
28,47
9,41
39,93
53,66
3,62
0,47
6,32
62,53
90,99
74,3
49,90
22,31
-1,38
48,30
24,64
8,39
69,47
106,67
11,95
101,56
73,74
63,56
43,59
55,17
72,64
49,91
10,38
71,70
72,13
6,98
50,25
60,77
49,94
75,93
83,75
7,16
25,19
90,92
40,42
90,44
59,20
69,18
16,87
87,-5
5,45
8,24
41,43
82,70
4,42
63,3
61,72
5,52
81,12
80,63
81,24
14,95
21,23
19,72
20,37
62,73
67,79
32,92
53,-3
59,67
36,67
72,72
51,19
14,23
21,63
20,21
22,63
13,48
33,32
1,9
17,75
85,81
41,68
19,4
8,53
45,26
24,89
67,-3
41,70
43,45
59,68
42,89
91,77
46,46
58,105
39,66
43,83
70,97
54,19
11,44
78,29
66,22
55,47
91,-4
70,60
47,98
68,33
73,18
45,37
54,65
52,39
44,19
15,72
31,5
49,77
26,50
1,58
79,21
18,61
97,93
84,62
41,45
59,60
71,94
96,-9
18,43
84,34
82,12
54,4
15,81
103,32
50,94
92,54
78,9
49,75
62,43
89,51
14,26
40,28
57,9
25,52
98,6
77,74
27,54
0,30
79,30
84,46
26,56
98,96
55,52
97,7
36,106
30,18
73,70
58,16
85,9
-7,11
92,49
53,81
4,74
57,84
48,70
65,79
14,79
92,36
83,46
79,34
3,35
23,70
81,61
27,33
14,14
54,66
19,60
83,18
94,83
14,52
30,78
39,67
82,72
48,90
44,42
88,35
38,12
11,21
50,43
69,10
105,89
95,27
59,76
51,85
21,17
78,80
36,10
45,14
73,36
40,69
33,58
47,15
33,66
75,55
99,6
23,73
2,90
32,91
45,73
55,83
58,13
31,53
87,44
64,36
77,4
56,97
59,44
84,1
81,48
29,11
23,41
76,40
75,5
40,46
6,19
83,56
23,70
101,68
75,88
53,12
3,61
67,32
2,36
107,16
20,63
38,2
74,52
15,77
84,79
5,60
42,77
59,79
3,72
72,58
32,67
25,61
73,60
82,94
83,30
50,39
21,27
17,72
75,63
21,68
68,2
29,19
12,53
35,-7
45,87
19,89
29,72
74,33
58,66
10,9
35,24
73,2
23,72
24,21
54,55
28,80
8,101
7,11
-7,68
43,1
78,89
77,3
48,33
72,60
4,58
14,63
54,68
23,53
-7,11
91,44
70,56
77,21
22,29
30,59
51,2
33,37
64,2
-2,0
71,55
103,15
30,-3
77,70
67,56
13,48
12,29
80,89
95,77
74,12
92,-1
34,64
47,10
60,8
1,20
-2,65
95,80
-5,28
76,20
80,38
60,15
16,0
39,49
34,7
46,5
47,81
90,77
60,98
77,101
75,28
38,80
66,8
-2,50
30,62
12,54
22,13
61,37
24,68
73,87
81,57
36,57
64,69
18,57
86,75
84,46
96,37
47,75
80,62
40,56
83,90
18,62
94,55
56,54
46,105
68,43
33,56
32,87
68,1
23,70
84,73
24,54
13,53
44,50
93,92
54,3
52,49
40,57
75,29
6,88
47,58
88,35
30,73
50,5
64,47
